Dish Name,Dish Description,Restaurant Name,Dish MRP,Discount,Dicounted Price,Tax,Dish Type,Dish Cuisine,Dish Course
Solo Celebration Combo With Raan-E-Murgh Biryani + Haleem Kebabs,(Serves 1) This Solo Celebration Combo includes Raan-E-Murgh Biryani-(Chicken Whole Leg Biryani) (Serves 1) & Delectable Murgh Haleem Kebab (6 Pcs) making it perfect for your special occasions,Behrouz Biryani,759.0,0.0,759.0,37.95,non-veg,North Indian,Main Course
Solo Celebration Combo With Lazeez Bhuna Murgh Biryani + Murgh Kefta Kebabs,(Serves 1) This Solo Celebration Combo includes Lazeez Bhuna Murgh (Chicken Biryani) (Serves 1) & Delectable Murgh Kefta Kebab (4 pcs) making it perfect for your special occasions,Behrouz Biryani,495.0,0.0,495.0,24.75,non-veg,North Indian,Main Course
Solo Celebration Combo With Lazeez Bhuna Murgh Biryani + Haleem Kebabs,(Serves 1) This Solo Celebration Combo includes Lazeez Bhuna Murgh (Chicken Biryani) (Serves 1) & Delectable Murgh Haleem Kebab (6 pcs) making it perfect for your special occasions,Behrouz Biryani,695.0,0.0,695.0,34.75,non-veg,North Indian,Main Course
Solo Celebration Combo With Dum Gosht Biryani + Murgh Kefta Kebabs,(Serves 1) This Solo Celebration Combo includes Dum Gosht (Mutton Biryani) (Serves 1) & Delectable Murgh Kefta Kebab (4 pcs)making it perfect for your special occasions,Behrouz Biryani,649.0,0.0,649.0,32.45,non-veg,Mughlai,Main Course
Solo Celebration Combo With Zaikedaar Paneer Biryani + Beetroot Kebabs,(Serves 1) This Solo Celebration Combo includes Zaikedaar Paneer Biryani (Serves 1) & Delectable Beetroot and Peanut Kebab (6 Pcs) making it perfect for your special occasions,Behrouz Biryani,549.0,0.0,549.0,27.45,veg,Mughlai,Main Course
Solo Celebration Combo With Murgh Afgani Biryani + Murgh Kefta Kebabs,(Serves 1) This Solo Celebration Combo includes Murgh Afghani Tikka (Serves 1) & Delectable Murgh Kefta Kebab (4 pcs) making it perfect for your special occasions,Behrouz Biryani,549.0,0.0,549.0,27.45,non-veg,North Indian,Main Course
Solo Celebration Combo With Murgh Makhani Biryani + Murgh Koobideh Kebabs,"(Serves 1) This Solo Celebration Combo includes Murgh Makhani (Butter Chicken Biryani, Serves 1) & Delectable Murgh Koobideh Kebab (5 Pcs) making it perfect for your special occasions",Behrouz Biryani,569.0,0.0,569.0,28.45,non-veg,North Indian,Main Course
Solo Celebration Combo With Paneer Subz Biryani + Beetroot Kebabs,(Serves 1) This Solo Celebration Combo includes Paneer Subz Biryani (Serves 1) & Delectable Beetroot and Peanut Kebab (6 Pcs) making it perfect for your special occasions,Behrouz Biryani,549.0,0.0,549.0,27.45,veg,Mughlai,Main Course
Group Celebration Combo With Raan-E-Murgh Biryani + Kefta Kebabs,(Serves 2) This Group Celebration Combo includes Raan-E-Murgh Biryani (Chicken Whole Leg Biryani - Serves 2) & delectable Murgh Kefta Kebab (9 pcs)making it perfect for your special occasions,Behrouz Biryani,999.0,0.0,999.0,49.95,non-veg,North Indian,Main Course
Group Celebration Combo With Dum Gosht Biryani + Mutton Galouti Kebab,(Serves 2) This Group Celebration Combo Dum Gosht Biryani (Serves 2) & delectable Mutton Galouti Kebab (6 pcs) making it perfect for your special occasions,Behrouz Biryani,1259.0,0.0,1259.0,62.95,non-veg,Mughlai,Main Course
Group Celebration Combo With Lazeez Bhuna Murgh Biryani + Kefta Kebabs,(Serves 2) This Group Celebration Combo includes Lazeez Bhuna Murgh (Serves 2) & delectable Murgh Kefta Kebab (9pcs) making it perfect for your special occasions,Behrouz Biryani,899.0,0.0,899.0,44.95,non-veg,North Indian,Main Course
Group Celebration Combo With Lazeez Bhuna Murgh Biryani + Murgh Koobideh Kebabs,(Serves 2) This Group Celebration Combo includes Lazeez Bhuna Murgh (Serves 2) & delectable Murgh Koobideh Kebabs (8 pcs) making it perfect for your special occasions,Behrouz Biryani,899.0,0.0,899.0,44.95,non-veg,North Indian,Main Course
Group Celebration Combo With Lazeez Bhuna Murgh Biryani + Seekh Kebabs,(Serves 2) This Group Celebration Combo Lazeez Bhuna Murgh (Serves 2) & delectable Murgh Seekh Kebabs (6 pcs) making it perfect for your special occasions,Behrouz Biryani,1049.0,0.0,1049.0,52.45,non-veg,North Indian,Main Course
Group Celebration Combo With Zaikedaar Paneer Biryani + Beetroot Kebab,(Serves 2) This Group Celebration Combo includes Zaikedaar Paneer (Serves 2) & delectable Beetroot and Peanut Kebab (6 Pcs)making it perfect for your special occasions,Behrouz Biryani,859.0,0.0,859.0,42.95,veg,Mughlai,Main Course
Group Celebration Combo With 2 Paneer Biryanis + 1 Portion Of Kebabs,(Serves 2) This Group Celebration Combo includes 2 Biryanis: Zaikedaar Paneer (Serves 1) + Paneer Subz Biryani (Serves 1) & delectable Beetroot and peanut Kebab (6 Pcs)making it perfect for your special occasions,Behrouz Biryani,849.0,0.0,849.0,42.45,veg,Mughlai,Main Course
Grand Celebration Combo With Lazeez Bhuna Murgh Biryani + 2 Portions Of Kebabs,(Serves 4) This Grand Celebration Combo includes Lazeez Bhuna Murgh Biryani (Serves 4) & delectable Murgh Seekh Kebab (6 Pcs) + Murgh Kefta Kebab (9pcs) making it perfect for your special occasions,Behrouz Biryani,1849.0,0.0,1849.0,92.45,non-veg,North Indian,Main Course
Grand Celebration Combo With Dum Gosht Biryani + 2 Portions Of Kebabs,(Serves 4) This Grand Celebration Combo includes Dum Gosht Biryani (Serves 4) & delectable Murgh Haleem Kebab (6 pcs) + Murgh Koobideh Kebabs (8 Pcs) making it perfect for your special occasions,Behrouz Biryani,2299.0,0.0,2299.0,114.95,non-veg,Mughlai,Main Course
Grand Celebration Combo With Zaikedaar Paneer Biryani + 2 Portions Of Kebabs,(Serves 4) This Grand Celebration Combo includes Zaikedaar Paneer Biryani (Serves 4) & delectable Dahi Labneh Kebab (6pcs) + Beetroot & Peanut Kebab (6pcs) making it perfect for your special occasions,Behrouz Biryani,1599.0,0.0,1599.0,79.95,non-veg,Mughlai,Main Course
Grand Celebration Combo With 2 Biryanis (Non Veg)+ 4 Portions Of Kebabs + 4 Coke,(Serves 8-10) This Grand Celebration Combo includes 2 Biryanis: Dum Gosht Biryani (Serves 4) + Lazeez Bhuna Murgh Biryani (Serves 4) & delectable Dahi Labneh Kebab (6 pcs) + Murgh Seekh Kebab (6 Pcs) + Beetroot and Peanut Kebab (6 Pcs) + Murgh Koobideh Kebabs (8 Pcs) + 4 coke (475ml each)making it perfect for your special occasions,Behrouz Biryani,3999.0,0.0,3999.0,199.95,non-veg,East Indian,Main Course
Royal Baklava (9 Pcs),"Introducing the Royal Baklava from Behrouz, an artisanal pastry all the way from the treasured corners of the Middle East. Baked to perfection, our specially curated box of rich, flaky baklava is filled with nutty zaikedaar pistachios, almonds and cashews, making it a charming nazraana for every celebration.",Behrouz Biryani,475.0,0.0,475.0,23.75,veg,American,Starter
SWIG Jeera Masala,Aerated drink with the added zing of jeera and masala. A perfect accompaniment to your meal.,Behrouz Biryani,59.0,0.0,59.0,2.95,veg,Indian,Beverage
Ayran (Buttermilk),Ayran (Buttermilk),Behrouz Biryani,65.0,0.0,65.0,3.25,veg,North Indian,Beverage
Mint Raita,"Mint raita is a refreshing and cooling raita made with mint, whisk yogurt and cumin.",Behrouz Biryani,39.0,0.0,39.0,1.95,veg,Indian,Main Course
Mughlai Gravy,"Mughlai Gravy, a classic popular North India dish has a thick & creamy gravy with a flavor of yogurt and the taste of ground and whole spices.",Behrouz Biryani,49.0,0.0,49.0,2.45,veg,North Indian,Main Course
Gulab Jamun (Pack Of 2),Gulab Jamun. Soft. Plump and the way we are used to. There is nothing else in our gulab jamuns than authenticity and love.,Behrouz Biryani,59.0,0.0,59.0,2.95,veg,Indian,Dessert
Coca-Cola Bottle (475 ML),Coca-Cola Bottle (475 ML),Behrouz Biryani,57.0,0.0,57.0,2.85,veg,American,Beverage
Coca-Cola Can (330 ML),Coca-Cola Can (330 ML),Behrouz Biryani,57.0,0.0,57.0,2.85,veg,American,Beverage
Moong Dal Halwa 250gm,"An irresistible sweet dish made from moong lentils that is sure to entice you with its melt-in-the-mouth texture, unique aroma and taste.",Behrouz Biryani,279.0,0.0,279.0,13.95,veg,Indian,Dessert
Gulab Jamuns (Pack Of 10),Gulab Jamun. Soft. Plump and the way we are used to. There is nothing else in our gulab jamuns than authenticity and love.,Behrouz Biryani,275.0,0.0,275.0,13.75,veg,Indian,Dessert
Royal Dry Fruit Gujiya- Pack Of 2,"Indulge in the rich and authentic flavours of your favourite Holi snack, full of sweetened khoya (milk solids), grated coconut, nuts, and dry fruits. Afterall, what are Holi celebrations without these golden brown, crispy Gujiyas.",Behrouz Biryani,99.0,0.0,99.0,4.95,veg,American,Dessert
Royal Badaam Kesar Thandai Pack Of 2,"Share the excitement of Holi with this traditional and refreshing beverage, as you relish a lajawab blend of almonds, saffron and fennel seeds in every sip. This rich, thick and creamy thandai, with a nutty and slightly spicy flavour, will keep you longing for more.",Behrouz Biryani,219.0,0.0,219.0,10.95,veg,American,Dessert
Lachha Paratha,,AK Restaurant,25.0,0.0,25.0,1.25,veg,[],[]
Egg Masala,,AK Restaurant,120.0,0.0,120.0,6.0,egg,[],[]
Gulab Jamun [2 Pieces],,AK Restaurant,50.0,0.0,50.0,2.5,veg,[],[]
Butter Paratha,,AK Restaurant,35.0,0.0,35.0,1.75,veg,[],[]
Dal Makhani,,AK Restaurant,120.0,0.0,120.0,6.0,veg,[],[]
Pepsi [250 Ml],,AK Restaurant,30.0,0.0,30.0,1.5,veg,[],[]
Chicken Do Pyaza,,AK Restaurant,180.0,0.0,180.0,9.0,non-veg,[],[]
Chicken Afghani,,AK Restaurant,190.0,0.0,190.0,9.5,non-veg,[],[]
Chicken Russian Kabab [ 4 Piece],,AK Restaurant,120.0,0.0,120.0,6.0,non-veg,[],[]
Chicken Crispy,,AK Restaurant,250.0,0.0,250.0,12.5,non-veg,[],[]
Chicken Soup,,AK Restaurant,110.0,0.0,110.0,5.5,non-veg,[],[]
Chicken Manchow Soup,,AK Restaurant,120.0,0.0,120.0,6.0,non-veg,[],[]
Chicken Hot And Sour Soup,,AK Restaurant,110.0,0.0,110.0,5.5,non-veg,[],[]
Lachha Paratha,,AK Restaurant,25.0,0.0,25.0,1.25,veg,[],[]
Chapati,,AK Restaurant,20.0,0.0,20.0,1.0,veg,[],[]
Butter Paratha,,AK Restaurant,35.0,0.0,35.0,1.75,veg,[],[]
Butter Chapati,,AK Restaurant,35.0,0.0,35.0,1.75,veg,[],[]
Gulab Jamun [2 Pieces],,AK Restaurant,50.0,0.0,50.0,2.5,veg,[],[]
Mountain Dew [600 Ml],,AK Restaurant,60.0,0.0,60.0,3.0,veg,[],[]
Pepsi [600 Ml],,AK Restaurant,60.0,0.0,60.0,3.0,veg,[],[]
7Up [600 Ml],,AK Restaurant,60.0,0.0,60.0,3.0,veg,[],[]
Pepsi [250 Ml],,AK Restaurant,30.0,0.0,30.0,1.5,veg,[],[]
Water Bottle [1 Litre],,AK Restaurant,30.0,0.0,30.0,1.5,veg,[],[]
Lachha Paratha,,AK Restaurant,25.0,0.0,25.0,1.25,veg,[],[]
Chapati,,AK Restaurant,20.0,0.0,20.0,1.0,veg,[],[]
Butter Paratha,,AK Restaurant,35.0,0.0,35.0,1.75,veg,[],[]
Jeera Rice,,AK Restaurant,100.0,0.0,100.0,5.0,veg,[],[]
Russian Chicken Kebab [4 Pieces],,Al Madina Biryani House,120.0,21.6,98.4,6.0,non-veg,[],[]
Chicken Fry,,Al Madina Biryani House,180.0,32.4,147.6,9.0,non-veg,[],[]
Gulab Jamun 2 Pcs,,Al Madina Biryani House,50.0,9.0,41.0,2.5,veg,[],[]
Lachha Paratha,,Al Madina Biryani House,20.0,3.6,16.4,1.0,veg,[],[]
Chicken Hot Sour Soup,,Al Madina Biryani House,100.0,18.0,82.0,5.0,non-veg,[],[]
Pepsi 600 Ml,,Al Madina Biryani House,60.0,10.8,49.2,3.0,veg,[],[]
Mineral Water 1000 Ml,,Al Madina Biryani House,30.0,5.4,24.6,1.5,veg,[],[]
Butter Paratha,,Al Madina Biryani House,30.0,5.4,24.6,1.5,veg,[],[]
Paneer Tikka Biryani,,Al Madina Biryani House,0.0,0.0,123.0,0.0,veg,[],[]
Chicken Hakka Noodles,,Al Madina Biryani House,0.0,0.0,106.6,0.0,non-veg,[],[]
Chicken Korma,,Al Madina Biryani House,150.0,27.0,123.0,7.5,non-veg,[],[]
Paneer Matar Masala,,Al Madina Biryani House,120.0,21.6,98.4,6.0,veg,[],[]
Chicken Roast,,Al Madina Biryani House,170.0,30.6,139.4,8.5,non-veg,[],[]
Mountain Dew [600 Ml],,Al Madina Biryani House,60.0,10.8,49.2,3.0,veg,[],[]
Anda Biryani,,Al Madina Biryani House,0.0,0.0,98.4,0.0,egg,[],[]
Dal Khichdi,,Al Madina Biryani House,170.0,30.6,139.4,8.5,veg,[],[]
Chicken 65,,Al Madina Biryani House,150.0,27.0,123.0,7.5,non-veg,[],[]
Chicken Dum Biryani,Chicken pieces with bones.,Al Madina Biryani House,0.0,0.0,106.6,0.0,non-veg,[],[]
Chicken Schezwan Rice,,Al Madina Biryani House,0.0,0.0,114.8,0.0,non-veg,[],[]
Chicken Tandoori Biryani,Chicken pieces with bones.,Al Madina Biryani House,0.0,0.0,131.2,0.0,non-veg,[],[]
Chicken Pulao,,Al Madina Biryani House,120.0,21.6,98.4,6.0,non-veg,[],[]
Paneer Tikka Masala,,Al Madina Biryani House,170.0,30.6,139.4,8.5,veg,[],[]
Chicken Hyderabadi Biryani,Chicken pieces with bones.,Al Madina Biryani House,0.0,0.0,123.0,0.0,non-veg,[],[]
Chicken Lollipop,Chicken pieces with bones,Al Madina Biryani House,0.0,0.0,90.2,0.0,non-veg,[],[]
Chicken Triple Rice,,Al Madina Biryani House,310.0,55.8,254.2,15.5,non-veg,[],[]
Russian Chicken Kebab [4 Pieces],,Al Madina Biryani House,120.0,21.6,98.4,6.0,non-veg,[],[]
Chicken Dum Biryani With Raita And Gravy With Gulab Jamun 2 Pieces [Serves 3],Chicken Dum Biryani with Raita and Gravy+Gulab Jamun [2 Pieces],Al Madina Biryani House,650.0,117.0,533.0,32.5,non-veg,[],[]
Butter Chicken Bonelss Handi (Serves 3_4,,Al Madina Biryani House,350.0,63.0,287.0,17.5,non-veg,[],[]
Chicken Angara HANDI 3_4,,Al Madina Biryani House,350.0,63.0,287.0,17.5,non-veg,[],[]
Chicken Pahadi HANDI (SERVES 3_4),,Al Madina Biryani House,350.0,63.0,287.0,17.5,non-veg,[],[]
Chicken Hyderabadi HANIDI (3_4,,Al Madina Biryani House,350.0,63.0,287.0,17.5,non-veg,[],[]
Chicken Makhani Hanidi [Sarves 3_4],,Al Madina Biryani House,350.0,63.0,287.0,17.5,non-veg,[],[]
Veg Dum Biryani,,Al Madina Biryani House,0.0,0.0,90.2,0.0,veg,[],[]
Paneer Biryani,,Al Madina Biryani House,0.0,0.0,106.6,0.0,veg,[],[]
Paneer Tikka Biryani,,Al Madina Biryani House,0.0,0.0,123.0,0.0,veg,[],[]
Anda Biryani,,Al Madina Biryani House,0.0,0.0,98.4,0.0,egg,[],[]
Chicken Dum Biryani,Chicken pieces with bones.,Al Madina Biryani House,0.0,0.0,106.6,0.0,non-veg,[],[]
Chicken Tandoori Biryani,Chicken pieces with bones.,Al Madina Biryani House,0.0,0.0,131.2,0.0,non-veg,[],[]
Chicken Hyderabadi Biryani,Chicken pieces with bones.,Al Madina Biryani House,0.0,0.0,123.0,0.0,non-veg,[],[]
Chicken Lucknowi Biryani,,Al Madina Biryani House,0.0,0.0,139.4,0.0,non-veg,[],[]
Leg Biryani,,Al Madina Biryani House,0.0,0.0,180.4,0.0,non-veg,[],[]
Veg Dum Biryani With Raita And Gravy,,Al Madina Biryani House,0.0,0.0,451.0,0.0,veg,[],[]
Paneer Dum Biryani With Raita And Gravy,,Al Madina Biryani House,0.0,0.0,492.0,0.0,veg,[],[]
Chickeni Dum Biryani With Raita And Gravy,,Al Madina Biryani House,0.0,0.0,492.0,0.0,non-veg,[],[]
"Chicken Dam Biryani [Serves 6-7, 1 Kg]",Served with raita and gravy.,Al Madina Biryani House,850.0,153.0,697.0,42.5,non-veg,[],[]
Lachha Paratha,,Al Madina Biryani House,20.0,3.6,16.4,1.0,veg,[],[]
Butter Paratha,,Al Madina Biryani House,30.0,5.4,24.6,1.5,veg,[],[]
Chapati,,Al Madina Biryani House,18.0,3.24,14.76,0.9,veg,[],[]
Butter Chapati,,Al Madina Biryani House,30.0,5.4,24.6,1.5,veg,[],[]
Jeera Rice,,Al Madina Biryani House,100.0,18.0,82.0,5.0,veg,[],[]
Sadha Rice,,Al Madina Biryani House,60.0,10.8,49.2,3.0,veg,[],[]
Veg Pulao,,Al Madina Biryani House,100.0,18.0,82.0,5.0,veg,[],[]
Dal Khichdi,,Al Madina Biryani House,170.0,30.6,139.4,8.5,veg,[],[]
Biryani Rice,,Al Madina Biryani House,90.0,16.2,73.8,4.5,veg,[],[]
Chicken Pulao,,Al Madina Biryani House,120.0,21.6,98.4,6.0,non-veg,[],[]
Gulab Jamun 2 Pcs,,Al Madina Biryani House,50.0,9.0,41.0,2.5,veg,[],[]
Gulab Jamun 4 Pcs,,Al Madina Biryani House,90.0,16.2,73.8,4.5,veg,[],[]
Pepsi 600 Ml,,Al Madina Biryani House,60.0,10.8,49.2,3.0,veg,[],[]
Mineral Water 1000 Ml,,Al Madina Biryani House,30.0,5.4,24.6,1.5,veg,[],[]
Water Bottle 1 L,,Al Madina Biryani House,30.0,5.4,24.6,1.5,veg,[],[]
Mountain Dew [600 Ml],,Al Madina Biryani House,60.0,10.8,49.2,3.0,veg,[],[]
7Up [600 Ml],,Al Madina Biryani House,60.0,10.8,49.2,3.0,veg,[],[]
Marinda [600 Ml],,Al Madina Biryani House,60.0,10.8,49.2,3.0,veg,[],[]
Raita,,Al Madina Biryani House,15.0,2.7,12.3,0.75,veg,[],[]
Chicken Salan,,Al Madina Biryani House,170.0,30.6,139.4,8.5,non-veg,[],[]
Lachha Paratha,,Al Madina Biryani House,20.0,3.6,16.4,1.0,veg,[],[]
Butter Paratha,,Al Madina Biryani House,30.0,5.4,24.6,1.5,veg,[],[]
Chicken Chilly,,Subhanallah Biryani House,220.0,28.6,191.4,11.0,non-veg,,
Butter Chicken,,Subhanallah Biryani House,230.0,29.9,200.1,11.5,non-veg,,
Chicken 65,Served with salad and  green chutney.,Subhanallah Biryani House,150.0,19.5,130.5,7.5,non-veg,,
Chicken Masala,,Subhanallah Biryani House,150.0,19.5,130.5,7.5,non-veg,,
Chicken Fried Rice,,Subhanallah Biryani House,0.0,0.0,113.1,0.0,non-veg,,
Chicken Schezwan Noodles,,Subhanallah Biryani House,0.0,0.0,121.8,0.0,non-veg,,
Chicken Russian Kabab [4 Pieces],"Served with tomato sauce, onion, green chutney.",Subhanallah Biryani House,120.0,15.6,104.4,6.0,non-veg,,
Chicken Lollipop Fry,,Subhanallah Biryani House,0.0,0.0,95.7,0.0,non-veg,,
Chicken Hyderabadi,,Subhanallah Biryani House,150.0,19.5,130.5,7.5,non-veg,,
Chicken Dum Hyderabadi Biryani,"Served with raita,gravy and salad.",Subhanallah Biryani House,0.0,0.0,130.5,0.0,non-veg,,
